Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
0,7778832;718,6406;46;15,622621739130434;516;271129
2,031388;2013,4086;73;27,580939726027395;820;705920
2,1763397;2115,8596;70;30,226565714285712;774;760902
1,5122662;1484,6393;69;21,5165115942029;766;536474
1,5064061;1417,6192;69;20,54520579710145;774;532158
3,802446;3770,8135;92;40,98710326086957;1024;1338361
0,7045544;623,0711;46;13,545023913043478;520;244246
1,2581154;1183,3478;58;20,40254827586207;648;441260
2,2227866;2136,6813;62;34,46260161290323;694;776912
1,3112395;1248,736;61;20,471081967213117;678;454885
1,5832583;1536,9244;69;22,27426666666667;772;569945
1,6810757;1666,2414;75;22,216552;832;606955
1,4314055;1375,8744;66;20,846581818181818;740;504585
1,2713621;1242,7158;67;18,54799701492537;756;451288
1,0611203;1042,4208;64;16,287825;708;383486
1,809574;1762,1642;71;24,819214084507042;792;640464
1,6214358;1562,1154;64;24,408053125;710;583250
2,8595041;2751,9397;73;37,69780410958904;818;1020809
1,7559461;1719,6699;70;24,566712857142857;776;605014
0,8832109;853,9699;54;15,814257407407409;598;312494
1,2482639;1210,3919;62;19,522450000000003;690;444302
1,5277964;1483,4644;63;23,54705396825397;700;534333
0,944179;878,9487;63;13,951566666666666;702;345190
1,5365213;1481,6982;56;26,45889642857143;626;527731
0,9948081;972,9414;66;14,741536363636364;734;349501
1,289077;1239,0382;58;21,362727586206894;644;454636
0,7209418;692,9054;55;12,598279999999999;614;261044
1,3301021;1250,1984;68;18,385270588235294;756;470306
1,2671191;1239,3877;68;18,22628970588235;756;433531
0,9023973;857,6498;55;15,593632727272729;610;329078
0,5101051;457,1261;51;8,963256862745098;574;171028
2,555747;2508,2572;75;33,443429333333334;838;887164
1,4526068;1384,2048;63;21,97150476190476;702;513867
2,2001786;2146,8225;76;28,247664473684214;840;759531
2,4791975;2444,5338;77;31,74719220779221;862;875327
1,521674;1509,4442;60;25,15740333333333;676;535539
1,9919883;1930,7301;65;29,70354;724;704743
1,6468004;1619,2908;68;23,8131;760;579181
2,3735866;2356,4477;71;33,18940422535211;796;854541
1,1395687;1027,2267;64;16,0504171875;712;406969
0,7107073;630,4999;65;9,699998461538462;724;253228
1,6962108;1614,4583;63;25,62632222222222;696;604218
1,5846747;1556,5352;73;21,322400000000002;812;545261
1,8437131;1789,237;65;27,526723076923076;722;655327
1,357716;1318,2484;63;20,924577777777777;706;468610
2,8407947;2809,1147;73;38,481023287671235;810;1019081
1,3981265;1357,8066;59;23,013671186440675;660;504731
1,6500906;1594,8287;79;20,18770506329114;874;577011
1,5480526;1489,7506;63;23,646834920634923;698;552136
1,0919758;1074,808;68;15,806;758;392163
0,5370274;494,8503;49;10,098985714285714;552;204038
0,5465731;523,3604;55;9,515643636363636;618;207344
1,629524;1586,7374;72;22,038019444444444;804;577530
2,1986001;2157,8999;64;33,7171859375;712;756746
1,4368893;1421,1734;62;22,922151612903225;694;504738
1,5972526;1560,4543;81;19,26486790123457;904;573296
1,4081517;1388,3878;60;23,139796666666665;668;480187
1,4866753;1444,7844;66;21,890672727272726;730;516389
2,7312145;2685,6506;74;36,29257567567568;824;968324
1,3293315;1291,7922;65;19,873726153846157;728;471878
2,2652144;2234,8186;71;31,476318309859156;798;780111
1,2091636;1177,0495;55;21,4009;610;424172
1,4643154;1373,101;58;23,674155172413794;644;527612
0,8024847;746,8743;58;12,877143103448274;650;284994
0,6969708;664,3496;60;11,072493333333334;668;247494
1,103586;1059,8175;68;15,585551470588237;760;382664
1,0973344;1050,18;63;16,66952380952381;704;394183
1,4759257;1390,4581;61;22,794395081967213;682;505723
2,7117799;2654,3211;75;35,390948;836;937552
2,17628;2067,9596;69;29,970428985507247;766;757245
1,8343144;1779,3872;75;23,725162666666666;832;628640
2,4224127;2360,984;71;33,25329577464789;792;842208
1,3009251;1281,5706;64;20,024540625;710;459253
0,9427004;919,5986;55;16,719974545454544;612;335956
2,3363381;2309,3621;65;35,528647692307686;730;820328
1,4593238;1447,6885;71;20,389978873239436;786;525735
1,4103876;1341,9154;60;22,365256666666667;674;483715
0,9758878;934,1075;62;15,06625;690;340155
1,1768093;1145,5555;57;20,0974649122807;640;419001
1,4936171;1473,9989;62;23,774175806451613;690;525773
1,0809504;1052,9879;64;16,4529359375;718;383378
2,2120708;2178,764;72;30,260611111111114;806;766187
1,0447292;981,3544;58;16,919903448275864;652;381889
1,2887891;1209,3406;58;20,8507;644;450371
1,7727997;1745,2015;68;25,66472794117647;762;644791
0,6256629;613,5247;64;9,5863234375;714;222490
1,2602168;1177,9645;63;18,697849206349208;706;439386
2,4234843;2402,2009;79;30,40760632911392;882;835966
1,9742383;1903,3832;65;29,28281846153846;722;715699
1,5339645;1514,8051;65;23,304693846153846;720;560821
3,0946706;3041,3504;77;39,49805714285714;854;1105911
2,0115253;1971,1215;67;29,419723880597015;742;704917
2,0327942;1975,5585;69;28,631282608695653;772;724478
1,6403091;1571,5116;79;19,892551898734176;882;574032
1,1035454;1082,7205;74;14,631358108108106;824;403925
0,694982;658,6449;57;11,555173684210526;640;256586
1,7158246;1691,0604;73;23,16521095890411;808;608429
1,5011958;1445,0319;67;21,567640298507463;740;535558
1,5409693;1495,1151;70;21,358787142857143;780;539291
1,4716055;1440,6447;75;19,208596;838;525598
