Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
0,7089791;609,5893;47;12,969985106382978;532;141343
0,6477304;584,8815;46;12,714815217391303;524;137630
0,6588533;590,9555;47;12,573521276595745;530;139676
0,6102787;522,1191;46;11,350415217391305;524;120640
0,7242663;671,2331;48;13,984022916666667;534;154567
0,6290848;565,8753;47;12,039900000000001;534;125406
0,6453522;577,0909;48;12,022727083333335;534;131314
0,657205;605,093;48;12,606104166666666;540;136800
0,6454425;576,7799;47;12,271912765957447;528;136970
0,6415032;567,186;46;12,330130434782609;526;135818
0,6729056;596,6731;47;12,69517234042553;524;142655
0,6292499;576,6499;46;12,535867391304349;518;135315
0,6226524;566,055;48;11,792812499999998;534;129753
0,7011551;624,2277;47;13,281440425531915;532;152163
0,6852377;605,2578;47;12,877825531914892;528;145981
0,7344066;674,2562;47;14,34587659574468;530;159390
0,6067275;550,6261;48;11,471377083333332;544;117489
0,6517991;589,3618;47;12,539612765957447;536;129953
0,6456799;583,8142;47;12,421578723404256;526;130765
0,6287308;568,7789;47;12,101678723404255;530;129825
0,7371473;662,8182;47;14,102514893617021;524;170905
0,7157453;653,0732;48;13,605691666666667;540;154156
0,6362131;574,1623;46;12,481789130434782;518;129396
0,6676929;613,6845;48;12,78509375;542;139447
0,622766;570,0908;46;12,393278260869565;522;128470
0,7085792;649,5713;46;14,121115217391303;522;158097
0,6580304;603,4029;47;12,838359574468086;528;137784
0,6055371;541,8718;46;11,779821739130435;522;121407
0,6882297;614,0732;49;12,53210612244898;552;148369
0,6498567;597,3946;47;12,71052340425532;530;137121
0,7018039;624,852;49;12,752081632653061;544;146505
0,5876053;523,3834;46;11,3779;520;124673
0,6523902;603,4424;48;12,571716666666667;532;130237
0,6785364;607,847;47;12,93291489361702;534;137914
0,6467957;589,811;48;12,287729166666667;536;134703
0,6849281;625,2446;48;13,025929166666666;538;140634
0,6734082;600,8128;47;12,783251063829788;532;137002
0,601902;538,0465;46;11,696663043478262;518;115251
0,6207313;549,4908;45;12,210906666666668;518;126367
0,6776288;604,073;47;12,852617021276595;524;145170
0,7156671;647,9223;48;13,49838125;538;144099
0,7013016;633,6193;47;13,481261702127659;526;146488
0,6367759;566,2239;46;12,309215217391303;522;133263
0,673743;618,1558;47;13,152251063829787;528;140635
0,6171489;550,558;46;11,968652173913043;520;122193
0,6614081;599,5994;47;12,757434042553191;526;135246
0,609794;549,4859;46;11,945345652173913;524;125059
0,681394;600,8072;47;12,783131914893616;528;145385
0,6759897;623,0482;48;12,980170833333332;542;144226
0,6396595;581,965;46;12,65141304347826;524;133378
0,6347063;565,0083;46;12,282789130434782;516;129290
0,6559542;592,2958;48;12,339495833333332;538;137051
0,6573175;596,7345;47;12,696478723404256;528;137433
0,6626236;600,8819;47;12,784721276595745;524;145004
0,6755077;584,6533;47;12,439431914893616;534;139226
0,594966;539,0652;45;11,979226666666667;514;127488
0,6247435;563,7493;47;11,994665957446808;534;129755
0,6820885;613,5778;47;13,05484680851064;526;141953
0,6648914;585,9741;46;12,738567391304349;526;143529
0,6566592;580,9997;47;12,36169574468085;526;137419
0,6611019;596,0217;47;12,681312765957447;526;135406
0,640931;559,1136;49;11,410481632653061;544;127595
0,6776761;606,9236;47;12,913268085106383;532;139500
0,6384399;545,0966;46;11,84992608695652;522;127262
0,6598124;594,2833;47;12,644325531914895;526;135327
0,6359244;549,7402;47;11,696599999999998;528;117407
0,6894431;635,8909;48;13,247727083333332;542;148498
0,6390197;567,8614;47;12,08215744680851;530;135573
0,6229881;563,8113;47;11,995985106382978;532;124183
0,6748385;599,1846;47;12,748608510638299;538;145935
0,7249396;665,5696;48;13,866033333333334;546;151989
0,6496234;596,0506;46;12,957621739130435;522;133188
0,6308154;562,393;46;12,225934782608697;528;132847
0,6660593;600,3158;47;12,77267659574468;528;138061
0,6574302;590,5294;48;12,302695833333333;534;133891
0,6993713;645,4942;48;13,447795833333332;538;151897
0,5807879;519,4991;46;11,293458695652173;520;120030
0,6820648;620,3418;48;12,923787500000001;534;143463
0,6249772;547,8893;47;11,657219148936171;528;124541
0,6379832;577,0501;46;12,54456739130435;520;135620
0,6689472;613,6485;47;13,056351063829787;534;139114
0,6381601;574,26;48;11,96375;534;130660
0,7072987;624,8511;46;13,583719565217391;526;151709
0,6363348;573,3315;48;11,94440625;540;125839
0,6494072;586,5152;48;12,219066666666668;532;137053
0,6373517;570,5383;46;12,403006521739131;522;130954
0,655928;582,2247;46;12,657058695652173;526;131318
0,6844823;617,5179;48;12,86495625;544;140007
0,6127787;547,711;47;11,653425531914895;530;122492
0,6325856;536,2972;47;11,410578723404255;532;122919
0,6993869;635,5385;48;13,240385416666667;532;142495
0,6803172;622,4515;47;13,243648936170214;526;140498
0,6584281;592,4346;47;12,604991489361703;532;134458
0,6118996;539,964;45;11,999200000000002;514;125357
0,60928;535,692;47;11,397702127659574;528;123168
0,6681883;598,5535;47;12,735180851063829;528;138550
0,6875424;616,4993;47;13,117006382978722;526;144959
0,6095947;537,3438;47;11,432846808510638;530;121893
0,6683219;595,536;47;12,670978723404254;534;139440
0,6517077;575,1771;47;12,237810638297873;524;136420
