Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
3,1116892;2853,6668;93;30,684589247311827;1036;553131
3,1786813;2956,3283;94;31,450301063829787;1056;570825
3,1833008;3000,3124;93;32,26142365591398;1036;578201
3,2127967;2970,0396;94;31,59616595744681;1050;585019
3,4124307;3210,841;95;33,798326315789474;1054;646601
3,4684175;3253,5664;95;34,248067368421054;1066;649930
3,2375788;2981,6634;94;31,71982340425532;1048;584887
3,0079505;2778,1928;94;29,555242553191487;1040;502788
3,3808096;3108,7617;95;32,723807368421056;1052;640454
3,18662;2966,3546;94;31,556963829787236;1044;567799
3,0653013;2835,1292;94;30,16094893617021;1048;537053
3,0875606;2860,1547;94;30,42717765957447;1042;537434
3,2819977;3080,7071;94;32,773479787234045;1046;579618
3,3530757;3091,5751;94;32,88909680851064;1046;597738
2,9894873;2785,1961;94;29,629745744680854;1044;527096
3,3921253;3068,949;95;32,30472631578947;1054;590149
3,382769;3172,9333;93;34,1175623655914;1050;609560
3,255268;3020,012;93;32,47324731182796;1036;587303
3,0714637;2858,0837;94;30,40514574468085;1054;541475
3,1340137;2916,8567;94;31,030390425531913;1044;560904
3,3864345;3161,8425;95;33,28255263157895;1052;616967
3,1769394;2923,4978;94;31,101040425531917;1048;574409
3,1613587;2849,0203;93;30,634626881720433;1038;545161
3,2672871;3028,5234;93;32,56476774193548;1038;587963
3,1242324;2883,5517;93;31,005932258064515;1040;556746
3,259775;2991,238;94;31,821680851063828;1052;578288
3,5967314;3377,5365;94;35,93123936170213;1052;652531
3,3696679;3101,1355;95;32,64353157894737;1058;589006
3,5762658;3313,0938;95;34,87467157894737;1060;647160
3,4488685;3121,7025;94;33,20960106382979;1050;604081
3,4568917;3195,6998;94;33,996806382978725;1044;578259
3,3075443;3015,0678;93;32,42008387096774;1046;567858
3,2482575;3028,2796;94;32,21574042553191;1054;574013
3,4132424;3106,0524;97;32,0211587628866;1082;587886
3,3969433;3154,3097;93;33,917308602150534;1042;610250
3,2027893;2913,1949;93;31,324676344086022;1048;542149
3,2355011;2979,1782;94;31,693385106382976;1050;575070
3,33724;3058,2498;95;32,192103157894735;1062;569313
3,3815297;3157,1327;93;33,94766344086022;1034;593208
3,5397409;3280,5314;94;34,899270212765956;1056;604128
3,3649499;3152,7599;94;33,539998936170214;1046;610558
3,3603735;3086,7767;93;33,191147311827955;1038;586124
3,5940417;3358,6355;94;35,73016489361702;1044;633123
3,5207054;3323,7289;95;34,98662;1056;599747
3,3689269;3194,8233;94;33,987481914893614;1052;576295
3,1837574;2912,2045;95;30,654784210526312;1054;525627
3,5413893;3321,8879;95;34,96724105263158;1054;623187
3,3833456;3169,5703;94;33,718832978723405;1052;571044
3,2354058;2992,9831;93;32,18261397849462;1038;537763
3,4018402;3192,3155;94;33,96080319148936;1054;576605
3,3910499;3174,8329;94;33,77481808510638;1046;594575
3,2429195;3070,5834;95;32,32193052631579;1064;538140
3,4804085;3169,7203;95;33,36547684210526;1058;577571
3,6271511;3380,9749;93;36,3545688172043;1040;624498
3,3293519;3089,1438;94;32,86323191489362;1048;559201
3,6564801;3474,7164;94;36,96506808510638;1054;641543
