Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
0,1194651;85,4302;46;1,8571782608695653;512;38204
0,1080192;47,6775;46;1,0364673913043478;510;32654
0,0919156;58,1381;46;1,2638717391304348;518;29372
0,1294036;94,4976;46;2,0542956521739133;512;38345
0,1099776;64,3121;46;1,3980891304347827;512;33384
0,1065801;66,2876;46;1,4410347826086956;516;34080
0,1142677;69,7459;46;1,5162152173913044;510;35146
0,0841927;49,6798;46;1,0799956521739131;510;27105
0,095508;52,0009;46;1,130454347826087;510;28785
0,0964497;63,0607;46;1,3708847826086956;512;32093
0,0841238;49,8773;46;1,0842891304347826;512;27382
0,1010475;67,1009;45;1,491131111111111;510;28736
0,1250306;55,9978;45;1,2443955555555555;512;31478
0,1261473;83,9826;46;1,825708695652174;512;39041
0,1192997;73,7017;46;1,6022108695652175;514;33525
0,1309529;96,5954;45;2,1465644444444445;514;39790
0,1344899;59,7976;46;1,2999478260869566;510;32328
0,0887122;53,8495;46;1,170641304347826;510;29198
0,1130205;79,3247;46;1,7244500000000003;518;38422
0,1018581;61,2273;46;1,3310282608695652;514;30841
0,1013832;67,0807;46;1,4582760869565217;510;33369
0,1093677;65,47;47;1,3929787234042552;518;32497
0,098392;60,9614;46;1,3252478260869565;516;33296
0,1262164;83,22;46;1,8091304347826087;512;40493
0,0888744;54,8913;46;1,1932891304347826;512;29368
0,1020114;67,2212;46;1,4613304347826086;516;33814
0,085761;51,8601;46;1,1273934782608697;514;27439
0,0910636;53,0149;46;1,1524978260869565;510;29554
0,1060124;55,2645;46;1,2014021739130434;510;32331
0,0864501;52,5014;46;1,1413347826086955;512;29777
0,1202167;82,9736;46;1,8037739130434784;512;29799
0,1271645;77,6887;46;1,6888847826086957;514;37619
0,0913194;55,8683;46;1,2145282608695651;510;30276
0,1092585;67,9909;46;1,478063043478261;512;36902
0,0835582;48,54;46;1,0552173913043479;510;27956
0,0814111;47,2286;46;1,0267086956521738;510;25678
0,1392605;65,0653;46;1,4144630434782608;514;35140
0,0885247;54,5019;45;1,2111533333333333;510;30015
0,10352;58,7072;46;1,2762434782608696;516;31478
0,0880085;54,3362;46;1,1812217391304347;510;29136
0,0948796;53,826;46;1,1701304347826087;516;32129
0,1281751;78,3122;45;1,740271111111111;512;35177
0,1180141;84,0387;46;1,8269282608695654;514;31078
0,1289903;94,9912;46;2,065026086956522;516;44196
0,1238804;89,2386;46;1,9399695652173914;510;41523
0,1269691;59,0186;46;1,283013043478261;510;31609
0,0815644;46,9425;46;1,0204891304347827;510;27449
0,109294;63,5211;46;1,3808934782608695;512;33243
0,106189;66,4269;46;1,4440630434782609;512;35424
0,1147305;65,2277;46;1,4179934782608696;512;33131
0,1562566;119,5469;46;2,598845652173913;514;41741
0,1357161;81,0592;45;1,8013155555555556;512;36008
0,1499576;102,8875;45;2,286388888888889;510;50752
0,1177432;74,8091;46;1,6262847826086957;510;35724
0,1269835;91,8287;47;1,9538021276595745;524;44072
0,1179551;74,6622;46;1,6230913043478261;514;38726
0,1068175;63,3979;46;1,3782152173913043;512;29186
0,1136216;79,3033;46;1,7239847826086956;518;36499
0,101957;56,1801;46;1,2213065217391306;510;30730
