Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
4,4267311;4395,7936;101;43,52270891089109;1126;1561173
2,8332028;2809,3209;72;39,018345833333335;796;990645
2,7698094;2724,892;71;38,37876056338028;792;961444
2,6963262;2609,9709;71;36,76015352112676;794;957054
3,7641603;3736,5147;111;33,6622945945946;1236;1345253
10,2964094;10237,2976;172;59,51917209302326;1908;3650116
2,3277537;2226,3996;89;25,015725842696632;990;793799
3,5271647;3484,708;89;39,15402247191011;992;1226624
3,4843557;3458,1917;92;37,5890402173913;1022;1206253
1,4750923;1427,22;65;21,95723076923077;726;519628
2,7120273;2680,9414;77;34,81742077922078;860;954801
5,9527273;5896,4235;147;40,11172448979592;1628;2093844
1,2309041;1210,9335;60;20,182225000000003;670;440227
1,882265;1804,8028;65;27,766196923076922;724;647384
2,0174536;1979,9854;65;30,461313846153846;728;719791
3,5661007;3492,1506;99;35,274248484848485;1102;1257063
2,1748166;2055,3749;83;24,76355301204819;922;749209
3,2347139;3135,3004;89;35,228094382022476;988;1137209
1,5857677;1488,7858;58;25,668720689655174;648;545604
2,3256719;2312,5481;67;34,51564328358209;746;829463
3,2384911;3188,5173;112;28,468904464285714;1238;1138761
3,0325734;2970,2471;118;25,17158559322034;1310;1068458
2,0664304;2042,7362;70;29,181945714285714;778;725844
1,9297642;1839,2869;91;20,211943956043957;1012;663052
5,1449227;5118,878;129;39,68122480620155;1438;1805707
4,1257092;4076,4466;151;26,99633509933775;1672;1443998
2,8843653;2789,8713;65;42,92109692307692;726;1003221
1,8057607;1716,5134;59;29,093447457627118;654;630415
2,2171713;2195,9672;78;28,153425641025642;864;791032
4,254909;4227,9421;102;41,45041274509804;1138;1524919
2,8078086;2714,0849;101;26,872127722772277;1120;978411
3,3639573;3315,1629;89;37,249021348314606;994;1187362
5,0464346;4936,1253;110;44,87386636363636;1226;1784349
5,9468658;5905,1973;122;48,40325655737705;1350;2068333
2,5940539;2507,9586;81;30,962451851851853;904;908391
1,6862101;1628,7354;63;25,852942857142857;700;592460
3,7497512;3706,9737;86;43,10434534883721;952;1279615
3,8360253;3770,0449;96;39,27130104166667;1070;1373214
3,1072595;3057,105;75;40,7614;836;1089732
3,7160442;3605,6837;93;38,77079247311828;1030;1303841
1,2636334;1234,6415;59;20,926127118644068;664;445236
3,398249;3362,4698;112;30,022051785714286;1246;1193133
3,2359707;3167,1599;103;30,74912524271845;1144;1135615
2,4445533;2382,3407;97;24,56021340206186;1082;846305
2,9992071;2928,7749;75;39,050332;828;1039761
1,8549848;1838,5639;81;22,69831975308642;906;650212
2,7309167;2709,708;94;28,82668085106383;1048;955298
1,645224;1612,1472;67;24,06189850746269;746;563742
3,0633797;3023,4537;83;36,427153012048194;922;1046809
1,9884318;1968,4629;84;23,434082142857143;932;703363
2,8946089;2833,2707;80;35,41588375;894;999434
1,6912089;1582,5033;61;25,94267704918033;678;584175
2,2144919;2192,1636;102;21,491799999999998;1126;792751
1,9010618;1888,4503;71;26,597891549295774;794;673419
4,1312152;4103,0251;122;33,63135327868852;1352;1459680
2,1997593;2124,9344;72;29,512977777777778;804;761666
3,6370795;3600,187;84;42,85936904761905;930;1258087
