Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
5,8696684;5664,1532;114;49,68555438596491;1268;1793585
9,9378011;9565,444;134;71,3839104477612;1490;3006654
7,6767096;7262,4202;109;66,62770825688072;1212;2350694
3,2767973;3213,3284;110;29,212076363636363;1220;1025405
6,8403523;6679,5869;124;53,86763629032258;1378;2084580
9,2496561;8951,3527;132;67,81327803030302;1468;2861456
5,3756482;5045,383;104;48,51329807692308;1158;1660136
8,0713771;7769,1731;134;57,97890373134328;1488;2520945
2,6123543;2570,6237;111;23,158772072072072;1230;901688
4,4093279;4177,468;106;39,410075471698114;1178;1315847
4,7286675;4680,3839;126;37,14590396825397;1404;1504067
14,0737993;13993,1957;153;91,45879542483661;1700;4260307
3,600859;3464,822;107;32,38151401869159;1184;1149671
9,1568414;8829,0628;121;72,96746115702479;1342;2829865
5,2204555;4962,3733;126;39,38391507936508;1400;1657760
3,1401423;3030,9578;119;25,47023361344538;1318;988234
9,6510384;9440,4202;129;73,1815519379845;1438;2898102
6,788545;6575,4762;131;50,194474809160305;1458;2058975
4,7129591;4588,1942;140;32,77281571428571;1556;1406199
5,480804;5165,5598;111;46,53657477477478;1236;1658400
2,0500186;1939,4632;128;15,15205625;1418;645753
5,3720746;5179,4315;108;47,95769907407407;1198;1697993
3,9289276;3788,6191;109;34,75797339449541;1214;1170181
3,8254356;3765,5156;118;31,911149152542375;1314;1192008
11,2168955;10870,0491;123;88,37438292682927;1372;3341252
3,946928;3817,3992;125;30,539193599999997;1394;1256364
6,8469525;6612,5402;103;64,19941941747574;1144;2060629
5,3685624;5192,3646;117;44,37918461538462;1296;1612723
7,0071505;6615,8547;126;52,50678333333333;1396;2114152
7,9763017;7822,2086;157;49,822984713375796;1744;2490410
5,9400956;5735,1372;160;35,8446075;1774;1780703
5,3817181;5220,6145;115;45,396647826086955;1284;1630257
10,9768306;10502,7897;152;69,09730065789473;1688;3304032
6,8381128;6404,0332;130;49,26179384615384;1446;2081443
10,9138406;10525,1667;143;73,60256433566434;1590;3195165
9,0123692;8486,5591;125;67,89247280000001;1394;2754137
14,8892304;14546,064;146;99,63057534246576;1622;4501176
7,5407396;7384,2832;132;55,941539393939394;1474;2287693
3,9542159;3824,2681;116;32,96782844827586;1288;1185326
8,9078393;8688,986;130;66,83835384615385;1446;2720505
2,2758345;1949,3045;98;19,89086224489796;1088;697116
3,5382207;3372,3316;107;31,517117757009345;1194;1120702
2,4318446;2321,0156;109;21,293721100917434;1212;772602
5,5405051;5258,2643;139;37,82923956834532;1540;1667517
4,6885008;4484,4572;134;33,46609850746268;1494;1479604
7,514765;7122,2136;126;56,52550476190476;1398;2267953
14,5974423;14100,4189;141;100,00297092198582;1564;4364294
3,8313658;3656,6237;119;30,72793025210084;1326;1161624
6,1330184;5749,816;113;50,88332743362832;1254;1812464
4,7279491;4599,4358;106;43,39090377358491;1178;1449251
6,5899095;6320,5161;117;54,02150512820513;1304;1981559
1,9675972;1838,5982;110;16,71452909090909;1226;644698
2,2965071;2257,7798;100;22,577797999999998;1114;720150
8,0804134;7954,4174;121;65,7389867768595;1342;2429157
6,3379509;6114,2004;118;51,81525762711864;1316;1972622
