Total time;Compute time;Path length;Memory usage
0,0428804;0,0423869;508;72800
0,1429206;0,1426952;558;146184
0,0718611;0,0716648;508;146184
0,1197918;0,1196001;540;70496
0,155941;0,1557437;522;70496
0,0922824;0,0921369;508;70496
0,0416179;0,0414934;508;146184
0,0407158;0,0406064;508;70496
0,3673165;0,3671201;604;70496
0,0671721;0,0670497;508;70496
0,1350924;0,134944;540;70496
0,0668295;0,0667301;508;70496
0,05164;0,0515147;554;70496
0,118731;0,1185986;540;70496
0,1330123;0,1329044;622;129800
0,0933614;0,0932113;572;70496
0,0866836;0,0865421;540;70496
0,0604156;0,0602987;508;70496
0,0366388;0,0365227;536;70496
0,0495786;0,0494618;522;70496
0,0640525;0,0639138;540;70496
0,0625667;0,0624714;508;70496
0,0292041;0,0290821;508;70496
0,173805;0,173667;604;70496
0,1154766;0,1153338;526;70496
0,1857214;0,1855477;550;70496
0,2796188;0,2794628;572;146184
0,2197501;0,219547;728;70496
0,1075663;0,1074274;508;146184
0,1355296;0,1354039;558;70496
0,1778223;0,1777019;668;146184
0,0873406;0,0871564;668;146184
0,2571006;0,2569955;522;70496
0,1303838;0,130224;540;70496
0,0718581;0,0716936;550;70496
0,0614675;0,0613414;508;70496
0,1574387;0,1572971;508;70496
0,1836411;0,1835331;540;70496
0,0759815;0,0758751;514;146184
0,1001142;0,099951;586;70496
0,0836592;0,0835204;540;70496
0,202385;0,2022555;540;70496
0,1567594;0,1566245;554;70496
0,0657768;0,0656038;508;146184
0,2253053;0,2251673;546;147120
0,0693928;0,069254;540;70496
0,073948;0,0738336;540;70496
0,2228338;0,2226549;674;70496
0,1998727;0,199752;564;146184
0,1138127;0,1136781;614;70496
0,0857866;0,0856509;508;70496
0,1524423;0,1523188;572;70496
0,119035;0,1189142;508;146184
0,1274652;0,1273345;508;70496
0,0955342;0,0954126;540;70496
0,3006685;0,3005202;588;70496
0,0488309;0,0486969;508;70496
0,0508549;0,0507601;508;70496
0,1045622;0,1044375;508;70496
0,0745889;0,0744443;540;146184
0,1324548;0,1323034;572;67736
0,0722464;0,0720934;540;129800
0,2212737;0,221129;540;70496
0,2650851;0,2649433;582;70496
0,1159583;0,1158347;508;146184
0,1394006;0,1392758;508;146184
0,1112535;0,1111123;560;70496
0,0364242;0,0362865;508;146184
0,1487983;0,1486763;530;70496
0,2156564;0,215492;700;70496
0,0237367;0,0236372;522;33968
0,0285137;0,0283933;508;70496
0,1775943;0,1774439;580;70496
0,1231405;0,1230286;572;70496
0,2884053;0,2882905;572;146184
0,1251206;0,1249809;540;70496
0,1857729;0,1856132;604;70496
0,0460373;0,0458677;508;146184
0,0300442;0,0298986;508;70496
0,0920345;0,0919238;508;70496
0,1055596;0,1053995;540;70496
0,0497182;0,0495871;508;70496
0,0362218;0,0360897;508;70496
0,1196819;0,1195502;572;70496
0,2196654;0,2195082;690;70496
0,1212053;0,1210524;540;70496
0,0504109;0,0502962;540;70496
0,0684977;0,0683925;508;70496
0,0722003;0,0720799;508;70496
0,1606094;0,1605077;508;70496
0,2384446;0,2383022;572;129800
0,0566686;0,0565472;540;70496
0,0886505;0,0885503;522;70496
0,0646213;0,0644883;540;70496
0,0590989;0,0589424;508;146184
0,1688686;0,1686917;600;146184
0,0585849;0,0584362;540;70496
0,0424865;0,0423787;508;70496
0,0566354;0,0564555;540;70496
0,0674298;0,0673104;508;70496
