Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
0,0232811;20,2552;23;0,8806608695652173;256;22897
0,0240359;21,6815;23;0,9426739130434783;256;24193
0,0274422;24,2765;23;1,0554999999999999;254;27330
0,0321546;29,0549;22;1,3206772727272726;254;28337
0,0256506;22,0931;22;1,0042318181818182;254;26075
0,0291934;27,6837;22;1,25835;254;28144
0,0258169;22,8832;22;1,0401454545454545;254;24674
0,0256605;23,3714;23;1,0161478260869565;254;25159
0,0235568;20,8702;22;0,9486454545454546;254;23408
0,0252995;22,6906;23;0,9865478260869566;254;25552
0,0250885;23,7158;22;1,0779909090909092;254;26053
0,0259005;23,8371;22;1,0835045454545453;254;24339
0,0241231;22,1637;23;0,9636391304347826;254;22642
0,0245928;21,7905;22;0,9904772727272728;254;22527
0,0295761;26,5731;22;1,2078681818181818;254;28792
0,0290164;27,3165;23;1,1876739130434784;254;27794
0,0214;18,57;22;0,8440909090909091;254;21702
0,0267167;25,1433;23;1,0931869565217391;254;26388
0,0299762;27,7968;23;1,2085565217391305;254;30169
0,031975;29,9314;22;1,3605181818181817;254;30564
0,0251691;23,3668;22;1,0621272727272728;254;25509
0,0264028;24,098;22;1,0953636363636363;254;25904
0,0224261;20,1834;23;0,8775391304347826;254;23360
0,027843;25,8063;23;1,122013043478261;254;27036
0,022502;20,6573;23;0,8981434782608695;256;22422
0,0280981;26,6963;22;1,2134681818181818;254;25944
0,0282973;26,0582;23;1,1329652173913043;254;28415
0,0311308;29,5966;23;1,2868086956521738;254;29284
0,0273042;25,4566;23;1,1068086956521739;254;28212
0,0271869;25,4433;23;1,1062304347826086;254;25795
0,0295034;27,5721;23;1,198786956521739;254;28443
0,0278214;26,1023;23;1,134882608695652;254;26305
0,0239665;20,3296;23;0,883895652173913;254;25282
0,0303909;28,8384;22;1,3108363636363636;254;28067
0,0247852;22,9658;23;0,998513043478261;254;24971
0,0268007;24,4158;22;1,109809090909091;254;26353
0,0264789;24,8855;23;1,0819782608695652;254;25983
0,0193809;16,902;23;0,7348695652173913;254;19755
0,0308337;27,8074;23;1,2090173913043478;254;31325
0,0278206;23,9605;22;1,0891136363636365;254;25964
0,0257788;24,1529;23;1,0501260869565217;254;26254
0,0238941;21,0545;23;0,9154130434782609;254;22322
0,0242794;21,9233;23;0,9531869565217391;254;24390
0,0233548;20,1895;23;0,877804347826087;254;23139
0,0268321;25,3255;23;1,101108695652174;254;27858
0,0263245;21,6378;22;0,9835363636363635;254;24340
0,0255695;22,9605;22;1,0436590909090908;254;26017
0,0271543;22,5523;22;1,0251045454545453;254;25918
0,0256497;23,9221;23;1,0400913043478262;254;26316
0,0296254;26,4116;22;1,2005272727272727;254;29420
0,0289703;22,9128;22;1,041490909090909;254;27266
0,0260014;23,9174;23;1,0398869565217392;254;25719
0,0211023;19,3135;22;0,8778863636363637;254;21510
0,0229259;20,6957;22;0,9407136363636363;254;23598
0,0283341;26,664;22;1,212;254;24405
0,0245076;23,0539;23;1,0023434782608696;254;24841
0,025411;21,9304;23;0,953495652173913;254;24570
0,0252281;22,1103;23;0,9613173913043478;254;25303
0,0250166;22,2336;23;0,9666782608695652;254;23886
