Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
5,1471467;5006,9996;137;36,547442335766426;1528;3803918
4,6581716;4577,9886;127;36,04715433070866;1412;3415434
5,8487529;5730,4161;126;45,47949285714286;1404;4263765
6,527812;6412,4072;120;53,436726666666665;1332;4735125
5,4349547;5398,3274;117;46,13955042735043;1304;3958836
4,3033624;4199,9458;145;28,965143448275864;1608;3261865
3,143283;2988,8109;108;27,674174999999998;1204;2374082
4,9812318;4806,4503;120;40,0537525;1334;3688009
9,1086815;8975,3483;143;62,764673426573424;1580;6524743
4,4880858;4313,5831;101;42,70874356435643;1122;3253038
4,8624257;4611,3676;112;41,172925;1250;3603206
6,3467645;6276,985;141;44,51762411347517;1564;4643159
5,432479;5310,4333;118;45,003672033898305;1312;4009611
4,3481428;4260,8544;119;35,80549915966387;1320;3275498
4,4966529;4384,2572;123;35,6443674796748;1370;3338691
4,866528;4714,0089;115;40,99138173913043;1274;3541043
6,7122833;6387,4433;115;55,542985217391305;1282;4783152
7,0189065;6962,4878;110;63,29534363636363;1226;5133346
4,2326506;4203,1194;122;34,45179836065574;1358;3178081
4,3336415;4227,353;123;34,36872357723577;1362;3220154
7,8954111;7606,7997;145;52,460687586206895;1612;5635051
7,8783782;7618,8314;134;56,85695074626866;1486;5608362
5,1176936;4997,877;118;42,354889830508476;1316;3804006
4,9517631;4820,7933;99;48,69488181818182;1102;3525194
4,6543486;4552,0438;119;38,25246890756303;1324;3496599
5,901268;5636,5502;123;45,82561138211382;1368;4275312
4,3292052;4216,4158;113;37,31341415929203;1258;3228318
6,8386616;6650,1756;104;63,94399615384615;1154;4840449
4,8679196;4706,7749;102;46,144851960784315;1136;3541433
6,6968594;6613,4962;128;51,6679390625;1422;4798686
6,6263206;6362,7797;112;56,810533035714286;1246;4686383
7,8140905;7676,1513;113;67,93054247787612;1256;5580129
4,9565514;4814,7325;130;37,036403846153846;1446;3600159
5,2605423;5169,809;116;44,567318965517245;1292;3815917
3,8719283;3739,7769;117;31,963905128205127;1296;2884097
3,7641913;3717,0247;130;28,592497692307692;1442;2880361
3,6752149;3457,5919;97;35,64527731958763;1084;2645292
2,9391397;2657,8433;106;25,073993396226417;1176;2182773
5,1719284;5091,9766;114;44,66646140350877;1268;3785331
7,847862;7565,1034;114;66,36055614035088;1272;5636115
3,4929468;3426,5373;111;30,869705405405405;1238;2643167
3,8396136;3686,0031;104;35,4423375;1156;2825677
7,4096086;7090,7833;121;58,60151487603306;1348;5298393
6,3742536;6259,8693;134;46,715442537313436;1492;4676896
6,9848364;6896,2426;122;56,52657868852459;1352;4994634
6,4411377;6112,722;113;54,09488495575221;1258;4693548
4,5543705;4408,8012;101;43,651497029702966;1128;3314606
5,1437352;5046,3259;108;46,72523981481481;1198;3738738
4,5970935;4486,9221;108;41,545575;1200;3387061
4,8868682;4819,4621;121;39,8302652892562;1340;3545786
7,3960772;7135,5102;104;68,610675;1158;5074206
5,7745875;5557,6949;121;45,93136280991736;1346;4161036
5,3340423;5221,6988;126;41,44205396825397;1404;3872522
7,1763291;6906,7532;129;53,540722480620154;1426;5122012
6,2223124;6123,4079;103;59,45056213592233;1142;4465897
