Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
6,0134024;5878,8383;117;50,2464811965812;1304;4408399
4,5073416;4465,4171;145;30,795979999999997;1614;3426247
8,15084;8049,1824;140;57,49416;1550;5908007
4,9692502;4803,6071;128;37,52818046875;1428;3667159
4,46705;4409,7152;144;30,623022222222218;1594;3379245
3,1839091;3098,2489;128;24,20506953125;1416;2437174
7,6570319;7551,5745;131;57,645606870229;1452;5594889
3,7438383;3680,2032;123;29,920351219512195;1368;2735321
6,0825584;6050,8492;150;40,338994666666665;1666;4615722
5,7453692;5688,5427;110;51,71402454545454;1226;4148116
6,2896277;6095,3276;145;42,036742068965516;1608;4598244
6,0398055;5965,5218;152;39,24685394736842;1684;4475875
9,4411426;9281,0378;165;56,24871393939394;1832;6969999
4,3158826;4277,678;112;38,19355357142857;1244;3190458
4,0235054;3975,4252;115;34,568914782608694;1282;2997304
9,5201032;9449,67;130;72,68976923076923;1446;6765696
5,7782185;5621,0674;121;46,45510247933884;1352;4199579
7,3256823;7208,7926;138;52,237627536231884;1534;5329734
3,9295792;3849,6243;141;27,3023;1566;2917792
8,2079939;8050,0354;135;59,62989185185185;1504;5891987
5,4227275;5347,1856;139;38,468961151079135;1538;4002623
13,8290585;13744,6166;175;78,54066628571428;1942;9955077
4,9555818;4776,2968;121;39,473527272727274;1348;3719714
4,0917645;3806,7788;122;31,203104918032786;1354;3005804
6,6262914;6394,9425;129;49,57319767441861;1428;4814418
7,0200746;6672,3502;112;59,574555357142856;1244;4977921
8,9518211;8765,8841;152;57,670290131578945;1688;6601075
5,8744167;5705,1709;137;41,64358321167883;1520;4315788
8,7381478;8539,939;151;56,55588741721854;1672;6346518
14,7268678;14465,0382;164;88,2014524390244;1822;10388232
9,3501353;9210,0361;142;64,85940915492958;1584;6789463
10,9958697;10847,9071;150;72,31938066666667;1662;7895191
5,5220732;5357,5941;119;45,02179915966387;1324;4011274
6,3466528;6265,3951;131;47,82744351145038;1458;4667988
5,8374305;5805,5562;127;45,71304094488189;1412;4296467
8,0191053;7772,1453;125;62,1771624;1386;5770399
5,4882442;5356,3135;141;37,9880390070922;1570;4041829
11,3710698;11109,2978;155;71,67288903225807;1720;8115606
7,6427137;7315,8302;126;58,06214444444445;1398;5433379
6,8285258;6804,852;137;49,67045255474452;1524;5021926
6,9217844;6810,3014;129;52,79303410852713;1438;5046270
5,9489527;5857,4529;164;35,7161762195122;1814;4576429
4,8444088;4728,5567;116;40,763419827586205;1286;3498294
6,4891589;6379,5537;158;40,37692215189874;1750;4804892
8,030352;7958,3019;146;54,508917123287674;1624;5778504
7,5866604;7430,9997;126;58,9761880952381;1402;5459245
5,2828006;5112,6969;139;36,78199208633094;1540;3880045
5,1220609;4976,3541;142;35,044747183098586;1584;3875203
7,6523106;7482,7667;128;58,45911484375;1424;5488023
8,9336295;8788,3918;136;64,62052794117646;1514;6425795
4,7301885;4602,6763;116;39,67824396551724;1294;3515183
18,026554;17874,7272;215;83,13826604651163;2380;12968347
10,2131572;9909,3102;136;72,86257499999999;1506;7114357
8,2936832;8042,99;163;49,343496932515336;1804;6148965
4,8127823;4641,5079;133;34,898555639097744;1478;3602676
