Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
1,4242676;1371,4707;91;15,071106593406594;1026;1257893
1,5186977;1464,3857;92;15,917235869565218;1028;1234648
1,4092419;1351,4223;92;14,689372826086956;1022;1234138
1,4874629;1385,021;91;15,220010989010989;1024;1339672
1,2765279;1225,6188;91;13,468338461538462;1022;1186704
1,2011162;1179,959;91;12,966582417582417;1026;1113123
1,1995918;1148,1058;91;12,616547252747253;1022;1109714
1,16304;1138,2897;90;12,647663333333334;1022;1065262
1,4355437;1399,2503;92;15,209242391304347;1026;1294576
1,4789395;1446,4535;91;15,895093406593407;1026;1337692
1,3940742;1351,3581;92;14,688675;1028;1283320
1,2679168;1239,6644;92;13,474613043478259;1030;1164286
1,2389274;1191,8132;91;13,096848351648353;1022;1134282
1,6154312;1567,7101;92;17,040327173913045;1022;1486527
1,2494561;1215,2279;92;13,208998913043478;1032;1156457
1,2414095;1210,2254;91;13,29918021978022;1026;1144994
1,3811373;1363,8518;92;14,82447608695652;1030;1246283
1,397867;1378,4539;92;14,98319456521739;1024;1286139
1,2558233;1221,7281;92;13,279653260869566;1028;1161683
1,2492378;1208,7034;91;13,282454945054946;1022;1130513
1,4366604;1411,5092;92;15,342491304347826;1024;1323647
1,2173631;1190,5678;91;13,083162637362637;1024;1115569
1,4591792;1427,1213;91;15,682651648351648;1024;1345677
1,5379457;1499,1146;93;16,11951182795699;1032;1414729
1,3839768;1343,7801;91;14,766814285714284;1022;1260789
1,4263413;1400,9431;91;15,394979120879121;1024;1301746
1,3806867;1340,7752;91;14,733793406593406;1024;1239532
1,4844465;1453,623;92;15,80025;1026;1325280
1,5248767;1488,8391;91;16,36086923076923;1026;1392966
1,2015231;1188,6073;92;12,919644565217391;1032;1103587
1,3742971;1344,7526;92;14,616876086956522;1024;1244179
1,4955771;1475,68;91;16,216263736263738;1022;1370383
1,3606364;1335,6932;91;14,677947252747252;1022;1236312
1,3943022;1351,3395;92;14,688472826086956;1028;1259647
1,620103;1578,9749;91;17,351372527472527;1026;1462882
1,1962168;1174,5043;92;12,766351086956522;1022;1092756
1,2304711;1185,4975;91;13,027445054945055;1022;1119408
1,465044;1441,9346;92;15,673202173913044;1022;1320270
1,2942565;1230,6128;92;13,376226086956523;1024;1180779
1,4714559;1435,0674;92;15,598558695652173;1024;1363830
1,4559791;1429,0987;91;15,70438131868132;1024;1321027
1,242336;1222,3444;91;13,432356043956043;1024;1132829
1,3301866;1312,7275;91;14,425576923076923;1022;1206171
1,39833;1373,4251;91;15,092583516483515;1028;1264999
1,427014;1373,9364;92;14,934091304347827;1026;1304858
1,2847867;1258,6637;91;13,831469230769232;1024;1184467
1,3176922;1289,484;91;14,170153846153845;1022;1198379
1,4042108;1351,8266;92;14,693767391304348;1024;1311151
1,4329826;1402,6174;92;15,245841304347827;1022;1313318
1,4972696;1426,2127;91;15,672667032967034;1024;1381400
1,5124269;1417,0649;92;15,402879347826088;1022;1381326
1,24649;1214,6441;92;13,202653260869566;1026;1147663
1,4165885;1394,8182;92;15,161067391304346;1026;1282244
1,4702996;1415,0717;91;15,550238461538461;1022;1347344
1,302343;1281,523;91;14,082670329670329;1024;1201019
