Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
5,8589262;5655,1275;127;44,528562992125984;1408;4229763
6,7689095;6606,147;139;47,52623741007194;1546;4952913
8,4024107;8336,9717;124;67,23364274193548;1374;6141303
4,0374825;3968,1823;105;37,79221238095238;1170;3097826
6,072973;6017,7827;125;48,1422616;1390;4398447
5,7561216;5653,3754;142;39,81250281690141;1572;4267176
5,0709409;4969,4291;103;48,246884466019424;1146;3670613
7,8697012;7693,913;131;58,732160305343506;1452;5697737
6,5752026;6550,6254;112;58,48772678571429;1244;4783452
5,3311715;5144,2253;106;48,53042735849057;1182;3745908
7,3200268;7191,0847;126;57,0721007936508;1406;5136363
12,2802613;12201,4835;152;80,27291776315789;1684;8807574
2,8418802;2808,8284;126;22,292288888888887;1398;2200136
10,0536151;9724,1005;123;79,05772764227643;1372;7199012
5,7058194;5598,4006;121;46,26777355371901;1346;4198932
4,7469756;4591,1235;112;40,99217410714285;1252;3395962
6,3089312;6214,4403;119;52,222187394957984;1320;4603357
5,3772504;5231,1825;124;42,18695564516129;1380;3905809
6,029558;5927,0946;126;47,04043333333333;1404;4407161
4,9796365;4808,8901;113;42,55654955752212;1260;3588612
2,5397869;2510,3757;111;22,615997297297298;1232;1927930
3,6870693;3555,8205;108;32,92426388888889;1198;2796488
5,215236;5104,4297;122;41,83958770491803;1362;3719393
2,9260325;2901,5692;109;26,619900917431192;1212;2217954
8,6033495;8451,7824;120;70,43152;1340;6104874
5,1765565;5059,1563;140;36,136830714285715;1552;3795807
4,5304318;4441,1562;106;41,8977;1178;3271659
5,7705517;5742,758;116;49,50653448275862;1294;4198211
5,296079;5124,8097;107;47,89541775700934;1194;3813157
11,5896683;11477,8463;151;76,01222715231788;1674;8278938
6,7146566;6638,0755;106;62,6233537735849;1184;4851646
5,1774865;5066,4113;116;43,67595948275862;1294;3734142
10,1815508;9927,0845;123;80,70800406504065;1364;7134128
4,4853738;4344,0195;130;33,415534615384615;1446;3328324
10,3074934;10202,5666;145;70,36252827586208;1606;7377239
12,7710044;12438,4725;156;79,73379807692308;1740;9219642
16,635096;16513,3184;147;112,33549931972789;1634;11739604
7,7699373;7593,4952;112;67,7990642857143;1240;5556111
3,1816437;3119,0398;115;27,122085217391305;1274;2405231
5,154347;5055,7754;129;39,19205736434109;1436;3836608
2,8534776;2662,1479;98;27,164774489795917;1090;2121474
3,3272427;3254,7806;120;27,123171666666668;1338;2488074
3,0807482;2986,4348;105;28,44223619047619;1164;2278445
5,4517483;5334,2511;138;38,65399347826087;1538;4040661
4,0373664;3897,0292;134;29,08230746268657;1482;2948284
9,7756403;9445,6944;125;75,5655552;1392;6898094
6,3545528;6208,727;105;59,13073333333333;1172;4545589
3,4034714;3364,5015;111;30,310824324324322;1230;2551441
3,8522472;3710,6321;121;30,666380991735537;1348;2971834
4,0718414;4000,7035;105;38,1019380952381;1170;2956559
6,5531602;6464,4205;118;54,78322457627119;1310;4703312
2,4581478;2410,5065;116;20,78022844827586;1290;1905756
2,9316784;2887,4378;109;26,49025504587156;1210;2187799
6,214435;6128,7597;122;50,23573524590164;1356;4570109
7,5874597;7263,1826;128;56,7436140625;1428;5450316
