Total time (s);Total recompute time (ms);Amount of recomputes;Average recompute time (ms);Path length;Expanded nodes
=AVERAGE(A4:A103);=AVERAGE(B4:B103);=AVERAGE(C4:C103);=AVERAGE(D4:D103);=AVERAGE(E4:E103);=AVERAGE(F4:F103)
---------------------------------------------------------------------------------------------
1,1287962;1104,119;92;12,001293478260868;1022;1031338
1,2859762;1259,823;92;13,693728260869566;1022;1177394
1,2974179;1277,4894;91;14,038345054945054;1022;1098732
1,3495997;1328,333;93;14,283150537634409;1026;1236382
1,1706394;1133,5077;92;12,320735869565219;1026;1082142
1,3148901;1272,8195;92;13,834994565217391;1022;1104233
1,1665262;1132,9152;92;12,314295652173913;1024;1067355
1,1816555;1110,2545;92;12,067983695652174;1024;1085581
1,3054562;1284,8934;92;13,966232608695652;1022;1190776
1,4734737;1455,3081;92;15,818566304347826;1022;1250764
1,1577817;1131,6193;92;12,300209782608697;1022;1069826
1,2304104;1209,3237;92;13,144822826086955;1022;1125070
1,292508;1271,4283;92;13,819872826086957;1024;1179704
1,3245294;1282,9069;92;13,944640217391305;1026;1216340
1,265993;1223,5213;91;13,445289010989013;1024;1167729
1,1411113;1121,7019;92;12,19241195652174;1022;1059002
1,421566;1403,5193;92;15,255644565217391;1024;1229672
1,2191121;1198,8795;91;13,1745;1022;1043536
1,0770619;1021,1613;93;10,980229032258064;1030;997200
1,1826449;1138,1783;92;12,371503260869565;1026;1078074
1,2874661;1257,7606;92;13,671310869565218;1024;1120099
1,1547345;1119,0354;91;12,297092307692308;1022;1059358
1,1868144;1150,5538;91;12,64344835164835;1022;1080567
1,5017035;1464,6927;92;15,920572826086957;1022;1277172
1,310808;1282,7826;92;13,943289130434783;1022;1195048
1,0369908;1019,6718;92;11,083389130434782;1022;962351
1,2811076;1260,5951;92;13,702120652173914;1022;1093605
1,230616;1196,8326;92;13,00905;1024;1118595
1,2017699;1182,0628;92;12,848508695652173;1022;1101843
1,4329703;1395,0631;92;15,163729347826088;1022;1215854
1,2590545;1232,4557;92;13,396257608695652;1022;1062941
1,1832778;1147,7621;92;12,475674999999999;1022;1086784
1,4751767;1430,8813;92;15,553057608695653;1024;1172634
1,1969793;1174,1953;92;12,76299239130435;1022;1095043
1,0908255;1066,9836;92;11,597647826086957;1026;1006327
1,3788331;1356,1206;92;14,740441304347826;1028;1249866
1,4027151;1384,7547;92;15,05168152173913;1024;1195780
1,0893804;1026,4987;92;11,157594565217392;1022;1002238
1,1237728;1085,0494;91;11,92361978021978;1024;1034718
1,2580646;1236,3393;92;13,438470652173914;1024;1146433
1,1331653;1116,4382;92;12,135197826086957;1024;1046846
1,2393333;1191,4157;92;12,950170652173913;1024;1136531
1,0879201;1061,1645;92;11,534396739130436;1022;1001334
1,2222127;1166,5703;92;12,68011195652174;1022;1108403
1,2243625;1192,1897;93;12,819244086021504;1024;1117232
1,1816141;1155,0653;91;12,693025274725274;1022;1090538
1,1805385;1156,6574;92;12,572363043478262;1024;999838
1,0826392;1055,0901;91;11,594396703296702;1022;984451
1,3295974;1304,5268;92;14,179639130434783;1022;1220072
1,1531081;1082,9283;92;11,770959782608696;1030;964861
1,2475591;1225,773;92;13,32361956521739;1028;1135820
1,2904511;1269,2748;92;13,796465217391303;1022;1179725
1,3225222;1268,6412;92;13,789578260869565;1024;1111992
1,2231119;1196,8093;91;13,151750549450549;1022;1133254
1,3281538;1304,447;91;14,334582417582416;1022;1210113
